SCRIP_CD,scrip_id,Scrip_Name,Issuer_Name
531540,Mainfra,Maruti Infrastructure Limited,Maruti Infrastructure Limited
531541,Kobo,Kobo Biotech Limited-$,Kobo Biotech Limited
531543,Jindworld,Jindal Worldwide Limited,Jindal Worldwide Limited
531548,Somanycera,Somany Ceramics Limited,Somany Ceramics Limited
531550,Jhacc,Jhaveri Credits & Capital Limited,Jhaveri Credits & Capital Limited
531552,Raghutob,Raghunath Tobacco Co.Limited,Raghunath Tobacco Co. Limited
531553,Drl,Disha Resources Limited,Disha Resources Limited
531556,Coralfinac,Coral India Finance & Housing Limited,Coral India Finance And Housing Limited
531560,Aromaent,Aroma Enterprises (India) Limited,Aroma Enterprises (India) Limited
531568,Ashutpm,Ashutosh Paper Mills Limited,Ashutosh Paper Mills Limited
531569,Sanjivin,Sanjivani Paranteral Limited,Sanjivani Paranteral Limited
531574,Vasinfra,Vas Infrastructure Limited,Vas Infrastructure  Limited
531578,Kmfbldr,Kmf Builders & Developers Limited,Kmf Builders & Developers Limited
531582,Berylse,Beryl Securities Limited,Beryl Securities Limited
531583,Rap,Rap Media Limited,Rap Media Limited
531585,Devine,Devine Impex Limited,Devine Impex Limited
531591,Bampsl,Bampsl Securities Limited,Bampsl Securities Limited
531592,Genpharma,Genpharmasec Limited,Genpharmasec Limited
531594,Incon,Incon Engineers Limited,Incon Engineers Limited
531595,Cgcl,Capri Global Capital Limited,Capri Global Capital Limited
531599,Fdc,Fdc Limited,Fdc Limited
531600,Gogiacap,Gogia Capital Services Limited,Gogia Capital Services Limited
531608,Goranin,Gorani Industries Limited,Gorani Industries Limited
531609,Kgpetro,Kg Petrochem Limited,Kg Petrochem Limited
531613,Mal,Meyer Apparel Limited,Meyer Apparel Limited
531616,Starcom,Starcom Information Technology Limited,Starcom Information Technology Limited
531624,Councodos,Country Condo'S Limited,Country Condo'S Limited
531626,Orosmiths,Orosil Smiths India Limited-$,Orosil Smiths India Limited
531628,Tejassvi,Tejassvi Aaharam Limited,Tejassvi Aaharam Limited
531633,Lincoln,Lincoln Pharmaceuticals Limited,Lincoln Pharmaceuticals Limited
531635,Silvoak,Silver Oak (India) Limited,Silver Oak (India) Limited
531637,Praveg,Praveg Limited,Praveg Limited
531638,Surajlimited,Suraj Limited-$,Suraj Limited
531640,Sicl,Suvidha Infraestate Corporation Limited,Suvidha Infraestate Corporation Limited
531642,Marico,Marico Limited,Marico Limited
531644,Tokyofin,Tokyo Finance Limited,Tokyo Finance Limited
531650,Vaxhs,Vax Housing Finance Corporation Limited,Vax Housing Finance Corporation Limited
531651,Natgeni,National General Industries Limited,National General Industries Limited
531652,Thirdfin,Thirdwave Financial Intermediaries Limited,Thirdwave Financial Intermediaries
531658,Abateas,Abate As Industries Limited,Abate As Industries Limited
531661,Hittco,Hittco Tools Limited,Hittco Tools Limited
531663,Yuvraajhpl,Yuvraaj Hygiene Products Limited,Yuvraaj Hygiene Products Limited
531667,Rrmetal,Rr Metalmakers India Limited,Rr Metalmakers India Limited
531668,Visionco,Vision Corporation Limited,Vision Corporation Limited
531671,Bisil,Bisil Plast Limited,Bisil Plast Limited
531672,Inanisec,Inani Securities Limited,Inani Securities Limited
531673,Ankin,Anka India Limited,Anka India Limited
531676,Vaghani,Vaghani Techno-Build Limited,Vaghani Techno-Build Limited
531677,Arisint,Aris International Limited,Aris International Limited
531681,Amerise,Amerise Biosciences Limited,Amerise Biosciences Limited
531686,Advikla,Advik Laboratories Limited,Advik Laboratories Limited
531688,Prithviexch,Prithvi Exchange (India) Limited,Prithvi Exchange (India) Limited
531692,Khyati,Khyati Multimedia-Entertainment Limited,Khyati Multimedia-Entertainment Limited
531694,Rainbowf,Rainbow Foundations Limited,Rainbow Foundations Limited
531696,Vsdconf,Vsd Confin Limited,Vsd Confin Limited
531716,Tricomfru,Tricom Fruit Products Limited,Tricom Fruit Products Limited
531717,Vidhiing,Vidhi Specialty Food Ingredients Limited-$,Vidhi Specialty Food Ingredients Limited
531719,Bhagchem,Bhagiradha Chemicals & Industries Limited,Bhagiradha Chemicals And Industries
531723,Gatech,Gacm Technologies Limited,Gacm Technologies Limited
531724,Hrbflor,Hrb Floriculture Limited,Hrb Flouriculture Limited
531726,Panchsheel,Panchsheel Organics Limited,Panchsheel Organic Limited
531727,Mennpis,Menon Pistons Limited,Menon Pistons Limited
531735,Prismfn,Prism Finance Limited,Prism Finance Limited
531737,Greencrest,Greencrest Financial Services Limited,Greencrest Financial Services Limited
531739,Gennex,Gennex Laboratories Limited,Gennex Laboratories Limited
531743,Hirauto,Hira Automobiles Limited,Hira Automobiles Limited
531744,Ginisilk,Gini Silk Mills Limited-$,Gini Silk Mills Limited
531746,Praeng,Prajay Engineers Syndicate Limited,Prajay Engineers Syndicate Limited
531752,Biogen,Biogen Pharmachem Industries Limited,Biogen Pharmachem Industries Limited
531758,Gkcons,G.K.Consultants Limited,G.K.Consultants Limited
531761,Apollopipe,Apollo Pipes Limited,Apollo Pipes Limited
531762,Unjhafor,Unjha Formulations Limited,Unjha Formulations Limited
531768,Polymed,Poly Medicure Limited,Poly Medicure Limited
531769,Pflinfotc,Pfl Infotech Limited,Pfl Infotech Limited
531771,Shraddha,Shraddha Prime Projects Limited,Shraddha Prime Projects Limited
531775,Cistro,Cistro Telelink Limited,Cistro Telelink Limited
531778,Kachchh,Kachchh Minerals Limited,Kachchh Minerals Limited
531779,Padalpo,Padmanabh Alloys & Polymers Limited,Padmanabh Alloys & Polymers Limited
531780,Kacl,Kaiser Corporation Limited,Kaiser Corporation Limited
531784,Kclinfra,Kcl Infra Projects Limited,Kcl Infra Projects Limited
531795,Atulauto,Atul Auto Limited-$,Atul Auto Limited
531797,Scanpro,Scan Projects Limited,Scan Projects Limited
531802,Prerinfra,Prerna Infrabuild Limited,Prerna Infrabuild Limited
531810,Metalco,Metal Coatings (India) Limited,Metal Coatings (India) Limited
531812,Sgnte,Sgn Telecoms Limited,Sgn Telecoms Limited
531813,Gangapa,Ganga Papers India Limited,Ganga Papers India Limited
531814,Tirsarj,Tirupati Sarjan Limited,Tirupati Sarjan Limited
531819,Nuway,Nuway Organic Naturals India Limited,Nuway Organic Naturals (India) Limited
531821,Munothfi,Munoth Financial Services Limited,Munoth Financial Services Limited
531822,Rodium,Rodium Realty Limited,Rodium Realty Limited
531825,Rccemen,Rcc Cements Limited,Rcc Cements Limited
531832,Nagtech,Nagarjuna Agri Tech Limited,Nagarjuna Agritech Limited
531834,Nathuec,Natura Hue Chem Limited,Natura Hue Chem Limited
531841,Indusfinl,Indus Finance Limited,Indus Finance Limited
531842,Lahotiov,Lahoti Overseas Limited-$,Lahoti Overseas Limited
531845,Zenithstl,Zenith Steel Pipes & Industries Limited-$,Zenith Steel Pipes And  Industries Limited
531846,Trinitylea,Trinity League India Limited,Trinity League India Limited
531847,Astar,Asian Star Co.Limited-$,Asian Star Co. Limited
531859,Orirail,Oriental Rail Infrastructure Limited,Oriental Rail Infrastructure Limited
531861,Joindre,Joindre Capital Services Limited,Joindre Capital Services Limited
531862,Bharatagri,Bharat Agri Fert & Realty Limited,Bharat Agri Fert And Realty Limited
531867,Unitint,Unitech International Limited,Unitech International Limited
531869,Sachemt,Sacheta Metals Limited,Sacheta Metals Limited
531870,Populares,Popular Estate Management Limited,Popular Estate Management Limited
531878,Anjanifin,Anjani Finance Limited,Anjani Finance Limited
531885,Svaindia,Sva India Limited,Sva India Limited
531887,Rahme,Rahul Merchandising Limited,Rahul Merchandising Limited
531888,Rexnord,Rexnord Electronics & Controls Limited,Rexnord Electronics & Controls Limited
531889,Iil,Integrated Industries Limited,Integrated Industries Limited
531892,Khandse,Khandwala Securities Limited,Khandwala Securities Limited
531893,Sawabusi,Sawaca Business Machines Limited,Sawaca Business Machines Limited
531900,Cclinter,Ccl International Limited,Ccl International Limited
531902,Gallopent,Gallops Enterprise Limited,Gallops Enterprise  Limited
531909,Croissance,Croissance Limited,Croissance Limited
531910,Madhuveer,Madhuveer Com 18 Network Limited,Madhuveer Com 18 Network Limited
531911,Galagex,Galaxy Agrico Exports Limited,Galaxy Agrico Exports Limited
531913,Gopaist,Gopal Iron & Steels Co.(Gujarat) Limited,Gopal Iron & Steels Co.(Gujarat) Lt
531917,Twinstar,Twinstar Industries Limited,Twinstar Industries Limited
531918,Hindapl,Hindustan Appliances Limited,Hindustan Appliances Limited
531921,Agarind,Agarwal Industrial Corporation Limited,Agarwal Industrial Corporation Limited
531923,Dhampure,Dhampure Speciality Sugars Limited,Dhampure Speciality Sugars Limited
531925,Shaquak,Shantanu Sheorey Aquakult Limited,Shantanu Sheorey Aquakult Limited
531928,Golca,Golden Carpets Limited,Golden Carpets Limited.
531929,Innocorp,Innocorp Limited,Innocorp Limited
531930,Sarthakind,Sarthak Industries Limited,Sarthak Industries Limited
531931,Saicapi,Sai Capital Limited,Sai Capital Limited
531936,Bluechip,Blue Chip India Limited,Blue Chip India Limited
531944,Servoteach,Servoteach Industries Limited,Servoteach Industries Limited
531946,Chadpap,Chadha Papers Limited,Chadha Papers Limited
531950,Vertex,Vertex Securities Limited,Vertex Securities Limited
531952,Ribatex,Riba Textiles Limited,Riba Textiles Limited
531959,Newinfra,Newtime Infrastructure Limited,Newtime Infrastructure Limited
531960,Kashyap,Kashyap Tele-Medicines Limited,Kashyap Tele-Medicines Limited
531962,Shremetal,Shree Metalloys Limited,Shree Metalloys Limited
531968,Iitlproj,Iitl Projects Limited,Iitl Projects Limited
531971,Harigov,Hari Govind International Limited,Hari Govind International Limited
531977,Chlogist,Chartered Logistics Limited,Chartered Logistics Limited
531978,Ambikco,Ambika Cotton Mills Limited,Ambika Cotton Mills Limited
531979,Hindalumi,Hind Aluminium Industries Limited-$,Hind Aluminium Industries Limited
531980,Seninfo,Senthil Infotek Limited,Senthil Infotek Limited
531982,Specfood,Spectrum Foods Limited,Spectrum Foods Limited
531989,Decpo,Deccan Polypacks Limited,Deccan Polypacks Limited
531991,Amraagri,Amraworld Agrico Limited,Amraworld Agrico Limited
531994,Autopins,Auto Pins (India) Limited,Auto Pins (India) Limited
531996,Odycorp,Odyssey Corporation Limited,Odyssey Corporation Limited
531997,Vuenow,Vuenow Infratech Limited,Vuenow Infratech Limited
532001,Indctst,Inducto Steel Limited,Inducto Steels Limited
532005,Samindus,Sam Industries Limited,Sam Industries Limited
532007,Shvfl,Shreevatsaa Finance & Leasing Limited,Shree Vatsaa Finance & Leasing Limited
532011,Poojaent,Vashu Bhagnani Industries Limited,Pooja Entertainment And Films Limited
532015,Gravity,Gravity (India) Limited-$,Gravity (India) Limited
532016,Espire,Espire Hospitality Limited,Espire Hospitality Limited
532019,Lccinfotec,Lcc Infotech Limited,Lcc Infotech Limited
532022,Filatfash,Filatex Fashions Limited,Filatex Fashions Limited
532024,Rbgupta,R.B.Gupta Financials Limited,R.B.Gupta Financials Limited
532029,Sindhutrad,Sindhu Trade Links Limited,Sindhu Trade Links Limited
532035,Unistrmu,Unistar Multimedia Limited,Unistar Multimedia Limited
532039,Zenotech,Zenotech Laboratories Limited,Zenotech Laboratories Limited
532041,Hindbio,Hindustan Bio Sciences Limited,Hindustan Bio Sciences Limited
532042,Frontcorp,Frontline Corporation Limited,Frontline Corporation Limited
532051,Swelectes,Swelect Energy Systems Limited-$,Swelect Energy Systems Limited
532053,Wallfort,Wallfort Financial Services Limited,Wallfort Financial Services Limited
532054,Kddl,Kddl Limited-$,Kddl Limited
532056,Adiexre,Adinath Exim Resources Limited,Adinath Exim Resources Limited
532057,Abhicap,Abhinav Capital Services Limited,Abhinav Capital Services Limited
532067,3Bblackbio,3B Blackbio Dx Limited,3B Blackbio Dx Limited
532070,Sumuka,Sumuka Agro Industries Limited,Sumuka Agro Industries Limited
532072,Interdigi,Interworld Digital Limited-$,Interworld Digital Limited
532078,Monind,Monind Limited,Monind Limited
532083,Shkalyn,Shri Kalyan Holdings Limited,Shri Kalyan Holdings Limited
532090,Vandana,Vandana Knitwear Limited,Vandana Knitwear Limited
532092,Epuja,Epuja Spiritech Limited,Epuja Spiritech Limited
532100,Indocity,Indo-City Infotech Limited-$,Indo-City Infotech Limited
532102,Sbecsug,Sbec Sugar Limited,Sbec Sugar Limited
532105,Megfi,Mega Fin (India) Limited,Mega Fin (India) Limited
532113,Brijleas,Brijlaxmi Leasing & Finance Limited,Brijlaxmi Leasing & Finance Limited
532123,Bselalgo,Bsel Algo Limited,Bsel Algo Limited
532124,Reliabven,Reliable Ventures India Limited,Reliable Ventures India Limited
532134,Bankbaroda,Bank Of Baroda,Bank Of Baroda
532138,Smcredt,Smc Credits Limited,Smc Credits Limited
532139,Gteit,G-Tech Info-Training Limited,G-Tech Info-Training Limited
532140,Mohite,Mohite Industries Limited,Mohite Industries Limited
532141,Acl,Andhra Cements Limited,Andhra Cement Limited,
532143,Skmeggprod,Skm Egg Products Export (India) Limited,Skm Egg Products Exports (India) Lt
532144,Welcorp,Welspun Corp Limited,Welspun Corp Limited
532145,Hotlsilv,H.S.India Limited,H.S.India Limited
532149,Bankindia,Bank Of India,Bank Of India
532150,Indramedco,Indraprastha Medical Corp.Limited,Indraprastha Medical Corporation Lt
532154,Johnpharma,Johnson Pharmacare Limited,Johnson Pharmacare Limited
532155,Gail,Gail (India) Limited,Gail (India) Limited
532156,Vaibhavgbl,Vaibhav Global Limited,Vaibhav Global Limited
532159,Trescon,Trescon Limited,Trescon Limited
532160,Gujstatfin,Gujarat State Financial Corporation,Gujarat State Financial Corporation
532162,Jkpaper,Jk Paper Limited,Jk Paper Limited
532163,Saregama,Saregama India Limited,Saregama India Limited
532164,Minoltaf,Minolta Finance Limited,Minolta Finance Limited
532167,Omkarph,Omkar Pharmachem Limited,Omkar Pharmachem Limited
532172,Adroitinfo,Adroit Infotech Limited,Adroit Infotech Limited
532173,Cybertech,Cybertech Systems And Software Limited,Cybertech Systems And Software Limited
532174,Icicibank,Icici Bank Limited,Icici Bank Limited
532175,Cyient,Cyient Limited,Cyient Limited
532178,Enginersin,Engineers India Limited,Engineers India Limited
532180,Dhanbank,Dhanlaxmi Bank Limited,Dhanlaxmi Bank Limited
532181,Gmdclimited,Gujarat Mineral Development Corporation Limited,Gujarat Mineral Development Corpora
532183,Gayatri,Gayatri Sugars Limited,Gayatri Sugars Limited
532187,Indusindbk,Indusind Bank Limited,Indusind Bank Limited
532189,Itdc,India Tourism Development Corporation Limited,India Tourism Development Corporati
532209,J&Kbank,Jammu & Kashmir Bank Limited,Jammu And Kashmir Bank Limited
532210,Cub,City Union Bank Limited,City Union Bank Limited
532212,Archies,Archies Limited,Archies Limited
532215,Axisbank,Axis Bank Limited,Axis Bank Limited
532216,Hbsl,Hb Stockholdings Limited,Hb Stockholdings Limited
532217,Sielfns,Siel Financial Services Limited,Siel Financial Services Limited
532218,Southbank,South Indian Bank Limited,South Indian Bank Limited
532219,Energydev,Energy Development Company Limited,Energy Development Company Limited
532221,Sonatsoftw,Sonata Software Limited,Sonata Software Limited
532230,Bengalt,Bengal Tea & Fabrics Limited,Bengal Tea & Fabrics Limited
532234,Nationalum,National Aluminium Co.Limited,National Aluminium Co. Limited,
532240,Indnippon,India Nippon Electricals Limited,India Nippon Electricals Limited
532256,Nsil,Nalwa Sons Investments Limited,Nalwa Sons Investment Limited
532259,Aparinds,Apar Industries Limited,Apar Industries Limited
532262,Tciind,Tci Industries Limited,Tci Industries Limited,
532268,Accelya,Accelya Solutions India Limited,Accelya Solutions India Limited
532271,Orchasp,Orchasp Limited,Orchasp Limited
532275,Landmarc,Landmarc Leisure Corporation Limited,Landmarc Leisure Corporation Limited
532281,Hcltech,Hcl Technologies Limited,Hcl Technologies Limited
532284,Tcfcfinq,Tcfc Finance Limited,Tcfc Finance Limited
532285,Geojitfsl,Geojit Financial Services Limited,Geojit Financial Services Limited
532286,Jindalstel,Jindal Steel & Power Limited,Jindal Steel & Power Limited
532290,Blblimited,Blb Limited,Blb Limited
532296,Glenmark,Glenmark Pharmaceuticals Limited,Glenmark Pharmaceuticals Limited
532300,Wockpharma,Wockhardt Limited,Wockhardt Limited
532303,Integhit,Integrated Hitech Limited,Integrated Hi-Tech Limited
532304,Kjmccorp,Kjmc Corporate Advisors (India) Limited,Kjmc Corporate Advisors (India) Limited
532305,Indswftlab,Ind-Swift Laboratories Limited,Ind-Swift Laboratories Limited
532307,Melstar,Melstar Information Technologies Limited,Melstar Information Technologies Limited
532309,Gepil,Ge Power India Limited,Ge Power India Limited
532310,Shreerama,Shree Rama Multi-Tech Limited,Shree Rama Multi-Tech Limited
532313,Mahlife,Mahindra Lifespace Developers Limited,Mahindra Lifespace Developers Limited
532315,Telesys,Telesys Software Limited,Telesys Software Limited
532320,Vaarad,Vaarad Ventures Limited,Vaarad Ventures Limited
532321,Zyduslife,Zydus Lifesciences Limited,Zydus Lifesciences Limited
532323,Shivacem,Shiva Cement Limited,Shiva Cement Limited
532324,Cinevista,Cinevista Limited,Cinevista Limited
532326,Intentech,Intense Technologies Limited-$,Intense Technologies
532329,Danlaw,Danlaw Technologies India Limited-$,Danlaw Technologies India Limited
532331,Ajantpharm,Ajanta Pharma Limited,Ajanta Pharma Limited
532333,Hbpor,Hb Portfolio Limited,Hb Portfolio Limited
532334,Hbesd,Hb Estate Developers Limited,Hb Estate Developers Limited
532335,Ambicaagar,Ambica Agarbathies & Aroma Industries Limited,Ambica Agarbathies & Aroma Ind. Limited
532336,Baroninf,Baron Infotech Limited,Baron Infotech Limited
532339,Compusoft,Compucom Software Limited-$,Compucom Software Lt.
532340,Omniax,Omni Axs Software Limited,Omni Axs Software Limited
532341,Izmo,Izmo Limited-$,Izmo Limited
532343,Tvsmotor,Tvs Motor Company Limited,Tvs Motor Company Limited
532344,Softsol,Softsol India Limited,Softsol India Limited.
532345,Aclgati,Allcargo Gati Limited,Allcargo Gati Limited
532348,Subexlimited,Subex Limited,Subex  Limited
532349,Tci,Transport Corporation Of India Limited,Transport Corporation Of India Limited
532350,Padmalayat,Padmalaya Telefilms Limited,Padmalaya Telefilms Limited
532351,Akshoptfbr,Aksh Optifibre Limited,Aksh Optifibre Limited
532354,Virgoglob,Virgo Global Limited,Virgo Global Limited
532355,Picturehs,Picturehouse Media Limited,Picturehouse Media Limited
532356,Triveni,Triveni Engineering & Industries Limited,Triveni Engineering & Industries Limited
532357,Muktaarts,Mukta Arts Limited,Mukta Arts Limited
532359,Hitkitglo,Hit Kit Global Solutions Limited,Hit Kit Global Solutions Limited
532362,Nagpi,Nagpur Power & Industries Limited,Nagpur Power & Industries Limited
532365,Dssl,Dynacons Systems & Solutions Limited,Dynacons Systems & Solutions Limited
532366,Pnbgilts,Pnb Gilts Limited,Pnb Gilts Limited
532368,Bcg,Brightcom Group Limited,Brightcom Group Limited
532369,Ramcoind,Ramco Industries Limited,Ramco Industries Limited
532370,Ramcosys,Ramco Systems Limited,Ramco Systems Limited
532371,Ttml,Tata Teleservices (Maharashtra) Limited,Tata Teleservices (Maharashtra) Limited
532372,Virinchi,Virinchi Limited,Virinchi Limited
532373,Wepsoln,Wep Solutions Limited,Wep Solutions Limited
532374,Stltech,Sterlite Technologies Limited,Sterlite Technologies Limited.
532375,Tipsindlimited,Tips Industries Limited,Tips Industries Limited
532376,Mro-Tek,Mro-Tek Realty Limited,Mro-Tek Realty Limited
532378,Univarts,Universal Arts Limited,Universal Arts Limited
532379,Firstfin,First Fintec Limited,First Fintec Limited
532380,Baba,Baba Arts Limited-$,Baba Arts Limited
532382,Balajitele,Balaji Telefilms Limited,Balaji Telefilms Limited
532384,Tyche,Tyche Industries Limited,Tyche Industries Limited
532386,Calsoft,California Software Co.Limited,California Software Co. Limited
532387,Pnc,Pritish Nandy Communications Limited,Pritish Nandy Communications Limited
532388,Iob,Indian Overseas Bank,Indian Overseas Bank
532390,Tajgvk,Tajgvk Hotels & Resorts Limited,Taj Gvk Hotels & Resorts Limited
532392,Creativeye,Creative Eye Limited,Creative Eye Limited
532395,Axiscades,Axiscades Technologies Limited,Axiscades Technologies Limited
532397,Konndor,Konndor Industries Limited,Konndor Industries Limited
532398,Umeslimited,Usha Martin Education & Solutions Limited,Usha Martin Education & Solutions Limited
532400,Bsoft,Birlasoft Limited,Birlasoft Limited
532402,Usgtech,Usg Tech Solutions Limited,Usg Tech Solutions Limited
532403,4Thgen,Fourth Generation Information Systems Limited,Fourth Generation Information Systems Limited
532404,7Tec,Saven Technologies Limited,Saven Technologies Limited
532406,Avantel,Avantel Limited,Avantel Limited
532407,Moschip,Moschip Technologies Limited,Moschip Technologies Limited
532408,Megasoft,Megasoft Limited,Megasoft Limited
532410,Transcor,Transcorp International Limited,Transcorp International Limited
532411,Viseshinfo,Visesh Infotecnics Limited,Visesh Infotecnics Limited
532413,Cerebraint,Cerebra Integrated Technologies Limited,Cerebra Integrated Technologies Limited
532416,Nextmedia,Next Mediaworks Limited,Next Mediaworks Limited
532419,Smartlink,Smartlink Holdings Limited,Smartlink Holdings Limited
532424,Godrejcp,Godrej Consumer Products Limited,Godrej Consumer Products Limited
532425,Genusprime,Genus Prime Infra Limited,Genus Prime Infra Limited
532430,Bfutilitie,Bf Utilities Limited-$,Bf Utilities Limited
532432,Unitdspr,United Spirits Limited,United Spirits Limited
532435,Saninfra,Sanmit Infra Limited,Sanmit Infra Limited
532439,Olectra,Olectra Greentech Limited,Olectra Greentech Limited
532440,Mpslimited,Mps Limited,Mps Limited
532443,Cera,Cera Sanitaryware Limited,Cera Sanitaryware Limited
532444,Tspiritual,T.Spiritual World Limited,T. Spiritual World Limited
532454,Bhartiartl,Bharti Airtel Limited,Bharti Airtel  Limited
532455,Shaliwir,Shalimar Wires Industries Limited,Shalimar Wires Industries Limited
532456,Compinfo,Compuage Infocom Limited,Compuage Infocom Limited
532457,Gulpoly,Gulshan Polyols Limited,Gulshan Polyols Limited
532460,Ponnierode,Ponni Sugars (Erode) Limited,Ponni Sugars (Erode) Limited
532461,Pnb,Punjab National Bank,Punjab National Bank
532466,Ofss,Oracle Financial Services Software Limited,Oracle Financial Services Software Limited
532467,Hazoor,Hazoor Multi Projects Limited-$,Hazoor Multi Projects Limited
532468,Kamahold,Kama Holdings Limited-$,Kama Holdings Limited
532470,Mpfsl,Mather & Platt Fire Systems Limited,Mather & Platt Fire Systems Limited
532475,Aptecht,Aptech Limited,Aptech Limited
532477,Unionbank,Union Bank Of India,Union Bank Of India
532478,Ubl,United Breweries Limited-$,United Breweries Limited
532479,Ismtlimited,Ismt Limited,Ismt Limited
532481,Noidatoll,Noida Toll Bridge Company Limited,Noida Toll Bridge Company Limited
532482,Granules,Granules India Limited-$,Granules India Limited
532483,Canbk,Canara Bank,Canara Bank
532485,Blil,Balmer Lawrie Investments Limited,Balmer Lawrie Investments Limited
532486,Pokarna,Pokarna Limited,Pokarna Limited
532488,Divislab,Divi'S Laboratories Limited,Divi'S Laboratories Limited
532493,Astramicro,Astra Microwave Products Limited,Astra Microwave Products Limited
532497,Radico,Radico Khaitan Limited,Radico Khaitan Limited
532500,Maruti,Maruti Suzuki India Limited,Maruti Suzuki India  Limited
532503,Rajpalayam,Rajapalayam Mills Limited-$,Rajapalayam Mills Limited
532504,Navinfluor,Navin Fluorine International Limited-$,Navin Fluorine International Limited
532505,Ucobank,Uco Bank,Uco Bank
532507,Bagfilms,B.A.G.Films & Media Limited,B.A.G. Films & Media Limited
532508,Jsl,Jindal Stainless Limited,Jindal Stainless Limited
532509,Suprajit,Suprajit Engineering Limited-$,Suprajit Engineering Limited
532513,Tvselect,Tvs Electronics Limited,Tvs Electronics Limited
532514,Igl,Indraprastha Gas Limited,Indraprashtha Gas Limited
532515,Tvtoday,Tv Today Network Limited,T.V.Today Network Limited
532521,Palredtec,Palred Technologies Limited,Palred Technologies Limited
532522,Petronet,Petronet Lng Limited,Petronet Lng Limited
532523,Biocon,Biocon Limited,Biocon Limited
532524,Ptc,Ptc India Limited,Ptc India Limited
532525,Mahabank,Bank Of Maharashtra,Bank Of Maharashtra
532527,Rkforge,Ramkrishna Forgings Limited,Ramkrishna Forgings Limited
532528,Datamatics,Datamatics Global Services Limited,Datamatics Global Services Limited
532529,Ndtv,New Delhi Television Limited,New Delhi Television Limited
532531,Star,Strides Pharma Science Limited,Strides Pharma Science Limited
532532,Jpassociat,Jaiprakash Associates Limited,Jaiprakash Associates Limited
532538,Ultracemco,Ultratech Cement Limited,Ultratech Cement Limited
532539,Unominda,Uno Minda Limited-$,Uno Minda Limited
532540,Tcs,Tata Consultancy Services Limited,Tata Consultancy Services Limited
532541,Coforge,Coforge Limited,Coforge Limited
532543,Gulfpetro,Gp Petroleums Limited,Gp Petroleums Limited
532548,Centuryply,Century Plyboards (I) Limited-$,Century Plyboards (India) Limited
532553,Welent,Welspun Enterprises Limited,Welspun Enterprises Limited
532555,Ntpc,Ntpc Limited,Ntpc Limited
532604,Salsteel,S.A.L.Steel Limited,S.A.L. Steel Limited
532605,Jbma,Jbm Auto Limited,Jbm Auto Limited
532610,Dwarkesh,Dwarikesh Sugar Industries Limited,Dwarikesh Sugar Industries Limited
532612,Indoco,Indoco Remedies Limited,Indoco Remedies Limited
532613,Vipclothng,Vip Clothing Limited,Vip Clothing Limited
532614,Impexferro,Impex Ferro Tech Limited,Impex Ferro Tech Limited
532616,Xchanging,Xchanging Solutions Limited,Xchanging Solutions Limited
532617,Jetairways,Jet Airways (India) Limited,Jet Airways (India) Limited
532621,Morarjee,Morarjee Textiles Limited,Morarjee Textiles Limited
532624,Jindalphot,Jindal Photo Limited,Jindal Photo Limited
532626,Pocl,Pondy Oxides & Chemicals Limited,Pondy Oxides & Chemicals Limited
532627,Jppower,Jaiprakash Power Ventures Limited,Jaiprakash Power Ventures Limited
532628,3Iinfolimited,3I Infotech Limited,3I Infotech Limited
532629,Mbecl,Mcnally Bharat Engineering Company Limited,Mcnally Bharat Engineering Company Limited
532630,Gokex,Gokaldas Exports Limited,Gokaldas Exports Limited
532633,Allsec,Allsec Technologies Limited,Allsec Technologies Limited
532636,Iifl,Iifl Finance Limited,Iifl Finance Limited
532637,Mangalam,Mangalam Drugs & Organics Limited,Mangalam Drugs And Organics Limited
532638,Shoperstop,Shoppers Stop Limited,Shoppers Stop Limited
532640,Cybermedia,Cyber Media (India) Limited,Cyber Media (India) Limited
532641,Ndl,Nandan Denim Limited,Nandan Denim Limited
532642,Jswhl,Jsw Holdings Limited,Jsw Holdings Limited
532644,Jkcement,J.K.Cement Limited,J.K. Cement Limited
532645,Beeyu,Beeyu Overseas Limited,Beeyu Overseas Limited
532648,Yesbank,Yes Bank Limited,Yes Bank Limited
532649,Neclife,Nectar Lifesciences Limited,Nectar Lifesciences Limited
532650,Mspl,Msp Steel & Power Limited,Msp Steel & Power Limited
532651,Splil,Spl Industries Limited,Spl Industries Limited
532652,Ktkbank,Karnataka Bank Limited,Karnataka Bank Limited
532654,Mcleodruss,Mcleod Russel India Limited,Mcleod Russel India Limited
532656,Facorall,Facor Alloys Limited,Facor Alloys Limited
532659,Idfc,Idfc Limited,Idfc Limited
532661,Rml,Rane (Madras) Limited,Rane (Madras)  Limited
532662,Htmedia,Ht Media Limited,Ht Media Limited
532663,Sasken,Sasken Technologies Limited,Sasken Technologies Limited
532665,Rajvir,Rajvir Industries Limited,Rajvir Industries Limited
532666,Fcssoft,Fcs Software Solutions Limited,Fcs Software Solutions Limited
532667,Suzlon,Suzlon Energy Limited,Suzlon Energy Limited
532668,Aurionpro,Aurionpro Solutions Limited,Aurionpro Solutions Limited
532670,Renuka,Shree Renuka Sugars Limited,Shree Renuka Sugars Limited
532673,Kmsugar,K.M.Sugar Mills Limited,K. M. Sugar Mills Limited
532674,Basml,Bannari Amman Spinning Mills Limited,Bannari Amman Spinning Mills Limited
